DATE,OPEN,HIGH,LOW,CLOSE
12/30/1927,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211
01/03/1928,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836
01/04/1928,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492
01/05/1928,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547
01/06/1928,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211
01/09/1928,17.5,17.5,17.5,17.5
01/10/1928,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334
01/11/1928,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727
01/12/1928,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492
01/13/1928,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055
01/16/1928,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344
01/17/1928,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547
01/18/1928,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836
01/19/1928,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666
01/20/1928,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328
01/23/1928,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438
01/24/1928,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656
01/25/1928,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672
01/26/1928,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666
01/27/1928,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617
01/30/1928,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164
01/31/1928,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422
02/01/1928,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508
02/02/1928,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666
02/03/1928,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273
02/06/1928,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453
02/07/1928,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617
02/08/1928,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164
02/09/1928,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547
02/10/1928,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344
02/14/1928,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617
02/15/1928,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273
02/16/1928,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727
02/17/1928,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344
02/20/1928,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453
02/21/1928,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562
02/23/1928,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666
02/24/1928,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578
02/27/1928,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562
02/28/1928,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211
02/29/1928,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836
03/01/1928,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547
03/02/1928,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547
03/05/1928,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422
03/06/1928,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945
03/07/1928,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055
03/08/1928,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438
03/09/1928,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578
